Epoch,PolicyUpdates,Time (second),AverageQ1Vals,StdQ1Vals,MaxQ1Vals,MinQ1Vals,AverageQ2Vals,StdQ2Vals,MaxQ2Vals,MinQ2Vals,LossPi,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,4999,27.544355392456055,7.97670549734947,7.273032252756062,55.683155,-9.273467,7.975734990748149,7.273819092391408,55.35248,-7.363013,-9.883686287014806,0.06706598888137003,0.7376890905524855,17.763218395653347,18.23597329983307,243.41736,4.196733,21.593952483801296,10000,67.93819580078124,1.194722374411969,70.60752,64.517006,37.233333333333334
2,14999,79.14134430885315,47.07913125,26.121115022142526,119.961784,-21.981466,47.076328125,26.10604431927595,122.08126,-23.863085,-52.2203,0.2904255859375,2.740203515625,167.24467941810346,37.576106319891544,202.9855,61.91322,85.73275862068965,20000,182.95011393229166,1.5695670260979817,186.29088,179.66364,91.06666666666666
3,24999,124.3232946395874,77.0366,34.68402802443799,132.2235,-61.50088,77.02521875,34.6569560117446,137.49855,-63.73782,-82.935725,0.3920052001953125,3.152458203125,185.76544246495328,19.529785692772144,204.79958,84.28751,93.69158878504673,30000,195.184521484375,3.5165805992935986,201.17497,187.33176,99.76666666666667
4,34999,169.4934949874878,90.3628,42.62093382365056,148.24405,-148.34,90.3494875,42.591823158911616,148.5191,-143.13866,-96.3937375,0.3955845703125,3.0878572265625,195.20802774234693,5.256310647051178,209.85428,185.16693,101.79591836734694,40000,192.15686848958333,5.563052077881705,201.39014,182.64597,103.26666666666667
5,44999,214.48657369613647,95.8784875,47.70228086789981,179.73051,-271.5434,95.87208125,47.66822002130979,172.81187,-301.83228,-101.83955,0.36329814453125,2.82483984375,193.72326783459596,26.1041417265111,256.58234,52.25676,101.1919191919192,50000,78.659130859375,1.186693098081051,81.5474,77.10025,45.5
6,54999,259.96129322052,109.7272125,44.816648692199195,215.7303,-233.06213,109.7237625,44.765406286551226,213.42029,-339.17062,-115.652,0.6582271484375,4.145734375,240.15780784970238,119.75864244586354,750.7231,9.954976,118.75,60000,262.03082682291665,22.267069763067912,332.03665,241.14978,126.16666666666667
7,64999,305.1383845806122,124.8850625,45.759589158994864,212.06009,-93.36415,124.8734125,45.706406553129945,215.95755,-119.39826,-131.390425,0.9153412109375,5.257351171875,64.54442875928218,121.87178277043282,548.80597,-1.4675938,49.7970297029703,70000,17.05341796875,2.1914822615679386,22.088598,13.860401,48.0
8,74999,351.31374645233154,136.6851,53.92089390950413,229.90495,-179.44812,136.6765125,53.8769895224297,233.41592,-200.11754,-143.2058,1.200312109375,6.097034375,92.67762138429752,101.73986943700022,340.103,10.5325775,82.50413223140495,80000,299.63128255208335,45.553445602391044,370.6712,228.0271,120.56666666666666
9,84999,398.1445577144623,144.370325,57.040515425441235,243.67865,-195.0328,144.3591125,57.024114197416516,249.38583,-213.92706,-149.76915,0.736779150390625,4.715959765625,283.8275188577586,65.23781374290544,361.9521,140.79904,113.86206896551724,90000,442.5646158854167,25.392302188196066,481.95303,371.79504,159.0
10,94999,445.16865825653076,155.3234625,61.81448373965441,285.8413,-323.27298,155.3083,61.814205487088486,282.03104,-333.45877,-160.873475,0.78151689453125,4.923508203125,427.5091247558594,203.76579693363652,1018.6792,128.51697,156.296875,100000,545.9884440104166,89.5428726458263,645.3308,387.78088,185.3
11,104999,492.8877398967743,161.3331125,66.47533677989153,292.25708,-434.71335,161.3281,66.45575972028308,292.95215,-438.18085,-166.41185,0.779127490234375,4.939219921875,478.66174523305085,151.7069403907147,810.0326,24.386055,169.47457627118644,110000,600.3638020833333,259.4678287700937,920.50134,153.13387,199.0
