Epoch,PolicyUpdates,Time (second),AverageQ1Vals,StdQ1Vals,MaxQ1Vals,MinQ1Vals,AverageQ2Vals,StdQ2Vals,MaxQ2Vals,MinQ2Vals,LossPi,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,4999,24.0432710647583,7.967245792908582,7.270888316662736,54.21356,-9.066263,7.964611672334467,7.275099941982458,54.674828,-7.396424,-9.918548669467787,0.04917577753832016,0.7566903517422234,17.763218395653347,18.23597329983307,243.41736,4.196733,21.593952483801296,10000,39.129496256510414,0.9883167607256542,40.447716,37.02487,22.233333333333334
2,14999,68.86079359054565,46.243603125,24.59739112182428,112.525894,-22.696507,46.25354375,24.550227086526103,110.4432,-18.357576,-51.89646875,0.50367509765625,3.142440234375,126.0536358173077,68.30308117088055,202.90643,27.168116,63.90384615384615,20000,185.46259765625,3.5044205134038386,192.68062,179.41495,93.53333333333333
3,24999,113.86399173736572,79.3167875,34.07230840433328,150.55185,-77.3589,79.3220375,34.0320966148135,153.3556,-175.62721,-85.685975,0.54109189453125,3.818025390625,219.6357218424479,58.324606862155534,326.99103,101.21502,103.83333333333333,30000,269.60667317708334,2.4056262508318715,275.2604,266.20505,126.26666666666667
4,34999,158.75364518165588,109.8902,44.296699651328424,182.23524,-99.02991,109.893175,44.27674784805225,183.7677,-110.6073,-117.5080125,0.7675025390625,4.666044140625,306.45122010030866,15.21692188363515,346.11176,272.70987,123.0,40000,302.7763346354167,2.617906073618085,307.83945,298.80954,116.33333333333333
5,44999,203.76191639900208,129.925475,52.547268244885956,196.20854,-105.50005,129.9191,52.509319172885874,194.87515,-102.89707,-137.1974,0.86825146484375,4.738724609375,317.4232802972561,24.521962569234773,359.61462,239.31915,122.39024390243902,50000,258.79619140625,20.969027879430495,290.31284,228.99393,112.43333333333334
6,54999,248.71437048912048,135.5558,56.68772001059842,206.31233,-108.44231,135.5627875,56.660942455981086,206.26686,-98.89465,-141.4626,0.719541845703125,4.1791140625,292.1429036458333,49.60398042004194,363.55472,205.17299,119.25,60000,357.15693359375,5.152096851710092,364.0977,345.74255,124.86666666666666
7,64999,293.9348690509796,136.9318875,57.385539990488894,208.68895,-124.32832,136.94515,57.35964609374782,210.58844,-124.1735,-141.99385,0.58644951171875,3.75703671875,339.91801883012823,26.37133321515755,402.09164,250.93074,128.15384615384616,70000,358.86682942708336,5.456505451434687,376.92157,348.6103,141.53333333333333
8,74999,340.12690019607544,140.1601375,57.43639438544171,216.74878,-240.16188,140.168925,57.41423691036919,219.60268,-222.22849,-144.85095,0.538781591796875,3.575860546875,358.1438623715753,26.541292904151685,415.25775,282.03598,137.02739726027397,80000,365.2439453125,23.14867313062097,384.86572,313.75085,141.06666666666666
9,84999,386.55012226104736,145.52495,60.59237905875623,241.26825,-145.52464,145.532925,60.5909828274802,246.0654,-130.78656,-150.185,0.524916015625,3.440455859375,384.0260783450704,48.637734130385105,621.4841,112.93125,139.70422535211267,90000,406.1232421875,2.0183411427269866,412.14127,402.7493,139.13333333333333
10,94999,433.06194615364075,149.4396125,62.56693695555185,258.69888,-141.06795,149.4444875,62.55839512007961,256.13858,-132.03198,-154.0172,0.652892529296875,3.42097109375,366.90127840909093,67.98586560512355,413.44,51.524868,130.15584415584416,100000,393.48291015625,4.089663046190995,403.98004,387.40204,141.13333333333333
11,104999,480.29519510269165,151.7011125,61.46053042400464,270.49686,-151.78679,151.704425,61.44263340710585,264.69147,-156.41539,-155.7275,0.608083447265625,3.348331640625,391.75613839285717,27.087984948523367,426.6503,234.7288,143.34285714285716,110000,386.5679036458333,140.17387268436772,623.27344,44.74601,149.4
12,114999,527.3572340011597,151.75345,62.052194159433235,250.74826,-166.80699,151.7589125,62.03913603524794,260.1616,-151.15549,-155.3667,0.52458564453125,3.072930078125,447.9278944672131,89.07193399847961,823.8578,363.47955,164.55737704918033,120000,409.6941731770833,5.171259522478844,422.82028,400.70682,149.03333333333333
13,124999,575.6152675151825,150.168225,62.27400099560008,254.82877,-167.1466,150.163325,62.28147075976931,257.89813,-157.08246,-153.764925,0.49154794921875,2.861448046875,444.88882688492066,52.94156706983204,640.28375,398.50974,158.14285714285714,130000,432.74208984375,6.748014332259929,448.04416,424.11588,151.93333333333334
14,134999,624.7376704216003,150.027325,61.97988383338581,258.97882,-159.62569,150.0231125,61.98347844385631,264.19427,-166.5589,-153.5307875,0.470166162109375,2.771374609375,433.27775186567163,17.39011677305811,471.8071,389.11993,149.86567164179104,140000,435.02333984375,4.12646692568073,442.8698,426.33676,150.66666666666666
15,144999,674.0615267753601,153.3629125,61.62320342208769,261.26904,-150.0774,153.3589125,61.62924305879474,258.91043,-169.93184,-156.7847,0.5741615234375,3.1736783203125,396.52893415178573,117.49117368065204,596.2107,20.521454,142.05714285714285,150000,480.0703125,22.23223629617962,522.8614,441.81842,178.4
16,154999,723.5752604007721,158.75165,62.85774415296814,260.6683,-162.71819,158.7394,62.84831262651369,265.4494,-155.73218,-161.815225,0.517590625,3.2259052734375,538.6612830528846,188.04769367411515,950.4854,47.991623,191.69230769230768,160000,555.4114583333334,127.85762345280784,663.16705,81.75139,184.93333333333334
17,164999,772.931806564331,163.3193625,65.81929808194555,278.46872,-138.36664,163.30725,65.82872017592321,282.6449,-156.0969,-166.36885,0.48154091796875,3.0809908203125,557.9172230113636,84.53430247807422,790.0076,422.3493,182.03636363636363,170000,564.157421875,13.712494421337365,580.8763,536.3807,188.26666666666668
18,174999,822.6263279914856,167.0832375,67.21347186390538,279.41638,-185.09198,167.076125,67.22799714404707,280.08307,-142.7538,-170.361775,0.44747216796875,2.9711494140625,668.8509114583334,88.63941907855293,905.1939,489.4621,207.52083333333334,180000,732.86640625,36.57489106272225,764.6603,614.68274,229.5
19,184999,872.6953630447388,171.6957125,67.85092188025156,286.4069,-154.54471,171.690975,67.8588181447334,287.27188,-151.89772,-174.75705,0.450389453125,3.0105451171875,609.81984375,82.14411497484163,803.4659,414.16003,198.5,190000,648.0676432291667,43.1205764639497,873.108,632.0224,214.36666666666667
20,194999,922.7844061851501,176.4368,69.69471715991105,290.86963,-142.13625,176.433725,69.69675745685734,302.39844,-166.4416,-179.44575,0.5290240234375,3.15132578125,772.3976665296053,289.2771958738393,1646.0446,201.9665,263.2631578947368,200000,760.4300130208334,115.01327369047453,1061.8491,534.5622,261.3
21,204999,974.3954002857208,182.13885,71.73735707426083,283.29898,-136.83842,182.1298125,71.75601438207113,292.51306,-135.95338,-185.047975,0.563953173828125,3.33155390625,804.7896959459459,242.34299737846436,1681.8875,443.27298,274.81081081081084,210000,1197.8584635416667,234.72992459420252,1970.8544,904.6244,367.5
22,214999,1024.2178447246552,184.6749,73.86903004642744,287.64444,-136.29698,184.67005,73.88642635829669,289.4307,-118.513405,-187.564,0.5342705078125,3.345489453125,706.7766493055556,98.98192175005158,968.7926,574.96967,222.9111111111111,220000,663.8281901041667,45.95500233471143,792.83514,622.34534,210.13333333333333
23,224999,1076.0590245723724,185.2403625,74.58193346917201,290.77768,-142.00612,185.2369125,74.59488186196154,292.04318,-165.9287,-188.020425,0.50811025390625,3.2729431640625,754.6376953125,164.2450713183837,1419.5168,570.3382,237.4047619047619,230000,1184.4067708333334,224.41208375070477,1995.1654,978.36035,361.8333333333333
24,234999,1127.6965363025665,187.209275,74.42453896397343,294.0313,-175.49792,187.2073125,74.43070334210205,297.3585,-175.22096,-189.8469875,0.47178642578125,3.2015857421875,1255.17171875,455.4910317448632,2406.8306,769.2088,396.64,240000,1382.6575520833333,231.940087450761,1796.6577,977.2744,439.73333333333335
25,244999,1182.12136220932,190.6712875,74.92356905540473,292.48218,-163.1451,190.669625,74.9375286488686,295.10947,-151.62292,-193.2226625,0.458467822265625,3.142410546875,1672.6167279411766,894.0741185224884,3112.0137,659.0972,543.8823529411765,250000,1696.685546875,754.0692717958124,3043.7517,996.7229,556.5333333333333
26,254999,1232.449797153473,194.659775,75.43503695233403,293.00137,-141.18425,194.660875,75.44784423692965,289.78882,-147.83623,-197.2365,0.47507548828125,3.1316568359375,1273.293359375,946.5063338404028,3161.3618,400.4296,409.72,260000,687.459765625,115.66256146653505,1109.8152,550.9667,212.7
27,264999,1282.3032820224762,195.946575,76.26207707635558,301.3894,-170.5215,195.9473875,76.27452785825685,297.20016,-168.52295,-198.455875,0.4533365234375,3.08944140625,563.532072368421,333.6224360329524,3021.7659,391.02765,186.6315789473684,270000,553.9857421875,60.22038734584271,732.9081,446.2504,178.76666666666668
28,274999,1332.8089649677277,196.4939125,76.25022229475793,303.13846,-121.32606,196.49525,76.26424850478762,300.45163,-108.842026,-198.914175,0.42817265625,3.0760365234375,1017.0197332974138,1012.8917632886206,2990.092,290.08514,342.62068965517244,280000,691.292578125,81.9131336131962,990.55396,496.7204,262.56666666666666
29,284999,1387.0022449493408,199.5333375,76.38184077383838,299.0973,-165.81316,199.531325,76.38657211840311,298.38943,-145.41957,-201.916075,0.4006743408203125,3.02140703125,2934.165625,23.310963630674408,2967.5608,2895.1365,1000.0,290000,2792.190625,458.15073938606713,2985.9126,1073.8135,941.7
30,294999,1441.582973241806,203.125275,76.30713465987306,295.32895,-151.72153,203.122925,76.30957213875597,293.32016,-156.0603,-205.42795,0.3898380859375,2.9712861328125,2715.742365056818,594.9919021603266,3062.8396,1083.2402,903.9090909090909,300000,2218.6643229166666,970.9238555794853,3114.1724,1022.1266,724.2
31,304999,1496.344336271286,205.2544375,76.43172901354515,294.22827,-247.38889,205.2499625,76.44184717810003,293.46417,-268.9728,-207.449675,0.3818873046875,2.964356640625,1642.519839638158,740.9176742391829,3125.1672,869.9033,524.578947368421,310000,2067.139713541667,880.1575995240853,3154.2817,1010.21173,664.0666666666667
32,314999,1551.32785820961,206.9340625,76.89546930736557,294.50064,-146.68964,206.9289,76.90375023365246,295.44226,-138.98529,-209.0047125,0.375692919921875,2.9443998046875,2423.577824519231,796.785151043289,3122.09,1124.3872,778.1538461538462,320000,955.0369140625,1324.144755430211,3071.423,88.35057,325.96666666666664
33,324999,1606.0115497112274,209.0989,77.60554103928405,297.83444,-154.48,209.0952625,77.61072348586889,295.51993,-121.38318,-211.29345,0.35962001953125,2.8926208984375,2607.9339488636365,932.1396695969781,3079.0688,90.31514,851.0,330000,2314.5213541666667,690.8999686399376,3278.8755,1127.5426,726.3666666666667
34,334999,1660.3429725170135,211.159225,77.91340321151426,304.36243,-114.36843,211.1578,77.92624974936237,298.5425,-128.4237,-213.3307,0.35279365234375,2.8445693359375,2850.579900568182,306.6936860215002,3048.0205,2122.5767,938.4545454545455,340000,2897.8736979166665,330.9129417233481,2974.37,1116.5874,977.9
35,344999,1714.7994310855865,212.78495,78.0636355802111,301.06717,-182.68863,212.783775,78.07483589480032,298.038,-176.14618,-214.87185,0.339694970703125,2.7931029296875,2641.3515625,528.6909863908303,3029.1433,1663.1731,862.3636363636364,350000,2824.6861979166665,462.27881197389956,3022.2073,696.8728,947.2333333333333
36,354999,1769.2213771343231,214.2684,78.15211065607889,298.3912,-131.94846,214.267625,78.15997185260497,298.65015,-126.4252,-216.35305,0.33680341796875,2.7667078125,2961.459872159091,145.26758714524036,3039.3655,2506.9219,973.3636363636364,360000,3018.85546875,5.868799018587442,3028.977,3005.595,1000.0
37,364999,1823.8818759918213,216.613875,77.96547184491351,297.87393,-164.44064,216.613375,77.96608493441235,299.99533,-153.72957,-218.6961,0.3184603759765625,2.7092103515625,2363.8091947115386,773.8384347374606,3117.825,1056.894,753.6923076923077,370000,2943.4729166666666,71.81471022128173,3011.6333,2587.4917,993.6333333333333
38,374999,1878.511441230774,218.590275,77.87808677670503,298.53656,-139.12796,218.589875,77.88001284026602,300.4214,-127.3576,-220.636475,0.30883837890625,2.655658984375,1904.4361213235295,774.868717533341,3077.0686,834.42914,585.7647058823529,380000,2722.228125,484.82935142171414,3107.7656,1613.9137,873.0666666666667
39,384999,1933.2477655410767,219.539875,78.16785016872346,299.32974,-149.14551,219.542125,78.16433201915052,307.88507,-151.38719,-221.677775,0.30826767578125,2.6318916015625,1155.7286458333333,275.574309397665,1896.134,838.4671,337.6666666666667,390000,2476.8494791666667,651.218601290432,3225.7131,1451.1816,763.3333333333334
40,394999,1988.0852365493774,220.597175,78.27840826179337,300.97693,-170.09908,220.598,78.27129997642814,302.4571,-178.01682,-222.602625,0.298045654296875,2.580104296875,1766.6354851973683,817.3686277832118,3183.9028,843.3995,540.5263157894736,400000,2543.852083333333,586.7848555191815,3240.9434,1443.7344,776.8333333333334
41,404999,2042.8383812904358,221.65705,78.40572428082021,302.7673,-150.88776,221.6587,78.39663768300271,303.79022,-147.45497,-223.521725,0.28595341796875,2.53728046875,1970.6937255859375,677.3682990072683,3090.633,998.0461,599.75,410000,1998.4282552083334,506.7051246369365,3241.0747,1232.6884,603.0666666666667
42,414999,2097.743638753891,222.822725,78.44975971919864,303.62274,-199.75298,222.8247,78.44020652701012,306.4239,-196.1007,-224.8348,0.2834546630859375,2.519802734375,1908.5071614583333,717.0944072358178,3101.6985,1072.4115,576.1666666666666,420000,2413.5515625,638.8877574869209,3278.1968,1679.8956,741.6
43,424999,2152.6139752864838,223.818525,78.66758926012669,306.68503,-202.63097,223.820075,78.65763027195773,306.93085,-192.49536,-225.64495,0.301838623046875,2.53948125,1971.843359375,760.7650973417046,3125.9854,921.6777,603.1333333333333,430000,3105.231510416667,25.182278201478645,3167.0784,3062.5664,1000.0
44,434999,2207.3756835460663,225.4356,78.50620102896332,306.9648,-183.20485,225.4396,78.49422399132308,307.0701,-189.23248,-227.2281,0.29182451171875,2.4983681640625,2352.8424479166665,791.6050783060957,3149.8274,1077.9365,724.9333333333333,440000,3031.2252604166665,401.2576894382628,3281.1597,1398.1649,935.7333333333333
45,444999,2262.2396309375763,226.888525,78.61865427492383,308.50677,-196.25832,226.892725,78.60461309617904,309.55603,-223.83159,-228.7289,0.276702392578125,2.462180859375,1942.0388327205883,795.9029648215696,3259.741,999.1281,578.5882352941177,450000,3157.468229166667,6.12171202139701,3168.9146,3141.9248,1000.0
46,454999,2316.958464860916,228.7037,78.50047643167524,308.78036,-148.3082,228.708475,78.49145685996662,311.04276,-187.01314,-230.5529,0.272695947265625,2.432396484375,1618.1865699404761,602.1939649552886,3170.7668,1057.0386,474.7142857142857,460000,3163.38203125,18.500563054494673,3202.4133,3115.6704,998.1666666666666
47,464999,2372.2266812324524,230.43345,78.53327956987407,310.26678,-149.42564,230.43815,78.51940906552977,312.31122,-130.43848,-232.3242,0.26838671875,2.4086619140625,1938.3131893382354,845.6961629332369,3214.1545,949.7004,577.4705882352941,470000,2096.424739583333,855.2409017347101,3205.6377,1177.9072,632.6333333333333
48,474999,2427.237208366394,232.005975,78.95110385548767,311.06564,-211.10347,232.0093,78.94181908215695,313.5149,-192.82771,-233.8427,0.2750629150390625,2.4050955078125,1876.3875868055557,1205.10285407051,3351.4895,20.733969,576.1666666666666,480000,3163.0328125,21.921674907022197,3215.3792,3104.96,1000.0
49,484999,2478.754684448242,233.387275,79.20297974192637,313.05374,-253.99673,233.39175,79.19460082606642,314.63168,-236.22945,-235.241525,0.274545166015625,2.4036408203125,1851.628689236111,879.3669756010728,3152.6963,318.22888,560.5555555555555,490000,600.4668619791667,295.10873702190975,1301.3447,293.70972,200.26666666666668
50,494999,2533.419403553009,234.1267,79.64728495058698,313.0968,-235.646,234.1304,79.64226013869772,314.92255,-211.66136,-235.932925,0.27776865234375,2.4091626953125,1530.4163876488096,693.5912752787892,3217.3323,634.82855,459.1904761904762,500000,3139.1427083333333,30.37534400525367,3247.5776,3098.8623,1000.0
51,504999,2583.2138640880585,234.799075,79.95546010123387,314.16675,-221.05057,234.8032,79.95033708496794,316.40594,-228.33997,-236.63775,0.2873044921875,2.4364671875,819.6918569711538,1116.3811039384218,3184.1326,4.1313944,265.97435897435895,510000,8.713095092773438,0.25384703116758095,9.156796,8.238289,38.1
52,514999,2639.107919692993,233.481175,81.15519207050157,314.80624,-196.18883,233.48335,81.15966978740119,315.3818,-208.36703,-235.3113,0.4190224609375,2.780946875,157.44594545717592,524.0037991097788,3241.5444,8.148439,84.36111111111111,520000,2273.2520833333333,1016.4969585132395,3258.3977,1143.6798,696.9
53,524999,2694.5898671150208,234.8189,81.34330703874781,315.65176,-162.93463,234.819675,81.34038111540909,317.96225,-164.97353,-236.843975,0.348416552734375,2.652366015625,2067.2633272058824,787.6310721920212,3210.9468,1084.0188,618.4705882352941,530000,1987.8881510416666,620.1506806145314,3243.2717,1493.8195,579.5666666666667
54,534999,2749.5386061668396,236.389975,81.34427822533064,316.5634,-170.6127,236.39405,81.33747967573129,321.20746,-154.04762,-238.360375,0.32331669921875,2.569048828125,1906.052734375,738.3808199663082,3265.2358,20.818808,565.4117647058823,540000,3211.965364583333,17.736424716349966,3255.0388,3179.441,1000.0
55,544999,2804.4094700813293,238.174175,81.17625268512954,319.55957,-200.2404,238.17865,81.17588065429288,320.7227,-178.35878,-240.1134,0.3106955078125,2.5232412109375,2681.015925480769,715.6411326700211,3284.3113,1228.6073,815.3076923076923,550000,3227.6432291666665,11.071686172418401,3248.4597,3207.5454,1000.0
56,554999,2859.2647931575775,239.544,81.23639578415576,321.9681,-267.37527,239.5484,81.23241963649735,320.55136,-221.33313,-241.4201,0.290544287109375,2.4554103515625,2598.0607096354165,723.5222295594425,3195.5583,1051.7308,799.5,560000,3176.9453125,11.492650433968478,3196.7542,3155.409,1000.0
57,564999,2914.318295955658,240.69315,81.42222792333799,322.40463,-240.47314,240.698975,81.42393505597725,323.1706,-220.63422,-242.4731,0.2798296875,2.415050390625,2970.6850142045455,568.0742789139782,3205.08,1182.4792,931.7272727272727,570000,3196.727604166667,9.79514870489681,3209.4673,3173.2734,1000.0
58,574999,2969.440592288971,241.878425,81.50183556215161,325.6693,-261.08914,241.884975,81.5023484324225,324.49075,-243.90881,-243.656,0.2734780029296875,2.3879380859375,2376.080378605769,761.7503881496575,3207.8176,1165.365,724.3076923076923,580000,2490.1736979166667,869.8146162641018,3259.7197,1251.676,753.9
59,584999,3024.523832798004,242.981825,81.60495328103558,324.8215,-289.43802,242.989475,81.60329895292224,322.8279,-250.74104,-244.69965,0.267559521484375,2.3506462890625,3104.0894886363635,161.35722298394612,3195.5627,2607.518,968.5454545454545,590000,3201.2596354166667,8.215737328064353,3212.877,3182.1704,1000.0
60,594999,3079.434428691864,243.785925,81.59834557146364,325.27167,-238.95053,243.795275,81.59367377438033,323.7257,-223.73315,-245.5655,0.2608619140625,2.317369921875,1763.4673108552631,966.0025062624129,3313.5928,856.50525,525.6315789473684,600000,3093.5645833333333,295.5507570621331,3182.368,1503.6052,982.2666666666667
61,604999,3134.2236087322235,243.8043,81.85357658648765,324.34708,-271.03787,243.8143,81.84956200249333,323.06323,-253.49298,-245.445675,0.2643574951171875,2.3131876953125,1307.579375,645.5114871169993,3189.462,833.1285,382.56,610000,2674.234375,788.3516981652288,3259.63,1237.144,815.6
