Epoch,PolicyUpdates,Time (second),AverageQVals,StdQVals,MaxQVals,MinQVals,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,999,3.2595431804656982,1.4551215033392768,0.5041646332177058,2.6221843,0.018309655,0.036428674921259147,0.20961143638755944,23.96385542168675,13.576597335103822,87.0,9.0,23.96385542168675,2000,9.733333333333333,0.8537500125108665,11.0,8.0,9.733333333333333
2,2999,9.877748012542725,3.856443115234375,1.2421675509404417,7.016092,0.17490104,0.02509709930419922,0.37364898681640624,213.44444444444446,105.08104098081209,398.0,18.0,213.44444444444446,4000,263.2,103.0952280256786,500.0,152.0,263.2
3,4999,16.449344158172607,7.22554248046875,2.143771979661375,11.383643,-0.8308349,0.027749305725097657,0.4262127075195313,287.7142857142857,106.20292549609248,482.0,162.0,287.7142857142857,6000,315.6666666666667,58.07083721987024,500.0,218.0,315.6666666666667
4,6999,23.010977029800415,10.775943359375,2.9908922620912812,15.921004,-1.7757555,0.032960807800292966,0.48851370239257813,265.42857142857144,39.960183517359766,338.0,213.0,265.42857142857144,8000,309.3333333333333,55.63651800226778,500.0,221.0,309.3333333333333
5,8999,29.588755130767822,14.147962890625,3.9903118759299376,20.369429,-3.036598,0.03777177429199219,0.5558761596679688,246.0,45.02345067974145,324.0,182.0,246.0,10000,348.1,75.21938399885143,500.0,236.0,348.1
6,10999,36.16900944709778,17.482244140625,4.972466966644927,25.530329,-3.3406913,0.052613201141357424,0.6065283203125,366.4,51.921477673020824,464.0,315.0,366.4,12000,364.43333333333334,68.56806229336415,500.0,260.0,364.43333333333334
7,12999,42.65552258491516,20.497330078125,6.050781845141998,28.28272,-4.398999,0.06010823440551758,0.6444021606445313,340.6666666666667,82.06433658137783,489.0,255.0,340.6666666666667,14000,277.26666666666665,26.593148984591252,354.0,237.0,277.26666666666665
8,14999,49.14075708389282,23.41766796875,6.980020874341996,31.881834,-4.742146,0.06610409545898438,0.6590103149414063,274.2857142857143,21.3053605291435,308.0,253.0,274.2857142857143,16000,273.4,21.912857122969307,340.0,241.0,273.4
9,16999,55.73681044578552,26.217828125,7.957604215073152,35.96045,-5.4002166,0.058824478149414064,0.674638671875,288.7142857142857,64.45089795936018,425.0,208.0,288.7142857142857,18000,284.4,51.94650944721887,500.0,139.0,284.4
10,18999,62.19067645072937,29.181802734375,8.799223598562547,39.584682,-6.113307,0.038501144409179684,0.6853237915039062,288.42857142857144,63.02348184123801,433.0,219.0,288.42857142857144,20000,238.4,25.585934398854775,275.0,133.0,238.4
11,20999,68.62643504142761,31.918634765625,9.566495897140186,42.611084,-6.8414984,0.03850192260742188,0.6713982543945313,241.0,26.650515942472857,305.0,207.0,241.0,22000,225.66666666666666,22.103291639529242,255.0,132.0,225.66666666666666
12,22999,75.03258609771729,34.57151171875,10.580139486911314,45.743973,-8.065647,0.041670272827148434,0.6889254760742187,230.11111111111111,133.72064189736918,498.0,28.0,230.11111111111111,24000,179.76666666666668,18.71662915781712,205.0,126.0,179.76666666666668
13,24999,81.47513389587402,36.89683203125,11.704815381927219,49.361404,-8.739692,0.04197119140625,0.6925960083007813,177.83333333333334,40.178422866788836,251.0,119.0,177.83333333333334,26000,201.16666666666666,31.436798989864833,244.0,121.0,201.16666666666666
14,26999,88.05767297744751,39.27699609375,12.639178919138695,53.043293,-9.361452,0.04289516830444336,0.696551025390625,175.0909090909091,33.7597247668761,222.0,119.0,175.0909090909091,28000,199.63333333333333,50.974163696752626,289.0,122.0,199.63333333333333
15,28999,94.42324185371399,41.45834375,13.55475124264551,57.04632,-10.79197,0.04143407440185547,0.6863802490234375,146.71428571428572,39.692438528506734,240.0,113.0,146.71428571428572,30000,124.63333333333334,3.3214789617713345,132.0,119.0,124.63333333333334
16,30999,100.79306364059448,43.454640625,14.454451087813746,60.54411,-10.48699,0.039642845153808594,0.6887935180664062,141.0,28.117102065672213,233.0,121.0,141.0,32000,135.46666666666667,3.6399023558546526,144.0,129.0,135.46666666666667
17,32999,107.17820453643799,45.1506328125,15.406066175373907,63.822235,-10.046798,0.039128322601318356,0.6848572387695312,138.13333333333333,7.255954866324309,153.0,126.0,138.13333333333333,34000,140.33333333333334,3.3499587934246637,148.0,135.0,140.33333333333334
18,34999,113.53996706008911,47.09334765625,16.414613344517136,67.11049,-10.840155,0.038544902801513674,0.684000244140625,142.42857142857142,4.135461002389933,148.0,135.0,142.42857142857142,36000,140.8,4.563624246119045,151.0,134.0,140.8
19,36999,119.98718929290771,48.9926015625,17.369952504252854,69.514145,-10.5135975,0.04009080123901367,0.6801322021484375,140.07142857142858,6.551600948853994,155.0,130.0,140.07142857142858,38000,137.0,4.024922359499621,145.0,130.0,137.0
20,38999,126.36859893798828,50.63920703125,18.301341310133527,71.31173,-10.879784,0.04075634002685547,0.6710465087890625,142.57142857142858,4.923911187727304,155.0,133.0,142.57142857142858,40000,143.06666666666666,5.144144565162576,156.0,136.0,143.06666666666666
21,40999,132.74979209899902,52.00570703125,19.049524272275146,73.0749,-11.184201,0.04203122711181641,0.6666448974609375,143.85714285714286,7.679817215242978,159.0,134.0,143.85714285714286,42000,142.06666666666666,5.144144565162576,154.0,134.0,142.06666666666666
22,42999,139.13559770584106,53.1039140625,19.911127542155917,74.39413,-11.464068,0.04334716033935547,0.6621660766601563,142.07142857142858,9.587672847639856,157.0,126.0,142.07142857142858,44000,143.5,5.5,158.0,135.0,143.5
23,44999,145.53107476234436,54.13098046875,20.618248137269084,75.79303,-11.433385,0.04748760986328125,0.66109912109375,122.5625,44.08935351930214,154.0,25.0,122.5625,46000,141.6,4.378736546109434,150.0,134.0,141.6
24,46999,151.9344003200531,55.0823515625,21.365081031908115,77.32307,-12.236771,0.06495658111572265,0.7007816772460937,147.42857142857142,5.728554105171888,158.0,138.0,147.42857142857142,48000,161.36666666666667,6.799427801254982,177.0,147.0,161.36666666666667
25,48999,158.36174988746643,56.13121484375,21.852438365088688,78.16126,-11.887424,0.05852984619140625,0.686767822265625,161.08333333333334,13.653195572793878,195.0,143.0,161.08333333333334,50000,171.3,7.883104398708513,188.0,153.0,171.3
26,50999,164.77952671051025,57.14001953125,22.388526637543617,79.996864,-11.846507,0.05647142028808594,0.679795166015625,168.33333333333334,7.717224382167045,185.0,157.0,168.33333333333334,52000,169.06666666666666,4.396463348415216,178.0,159.0,169.06666666666666
27,52999,171.45531058311462,58.09559375,22.936074206367575,81.96277,-12.04732,0.05438504028320312,0.6653634643554688,183.45454545454547,15.047582260589392,220.0,169.0,183.45454545454547,54000,265.4,76.40619589295972,500.0,204.0,265.4
28,54999,178.04124450683594,59.03989453125,23.3113183346631,83.6177,-12.244923,0.05192901229858399,0.6594684448242187,202.6,20.54847902484208,253.0,181.0,202.6,56000,200.13333333333333,10.861962371620518,216.0,180.0,200.13333333333333
29,56999,184.75109910964966,60.117578125,23.811343147752083,85.46572,-11.535661,0.05232147216796875,0.6532823486328125,249.25,71.4645891333603,425.0,195.0,249.25,58000,322.1,89.33955882381183,500.0,223.0,322.1
30,58999,191.48474073410034,61.3653515625,24.164604797099415,87.20049,-11.7244,0.05007229995727539,0.6438956298828125,243.0,71.58611198110586,400.0,156.0,243.0,60000,458.96666666666664,65.54259906096695,500.0,312.0,458.96666666666664
31,60999,198.24622869491577,62.708015625,24.53573287065214,89.02581,-11.995569,0.04889350891113281,0.636960693359375,468.0,55.42562584220407,500.0,372.0,468.0,62000,500.0,0.0,500.0,500.0,500.0
