Epoch,PolicyUpdates,Time (second),AverageQ1Vals,StdQ1Vals,MaxQ1Vals,MinQ1Vals,AverageQ2Vals,StdQ2Vals,MaxQ2Vals,MinQ2Vals,LossPi,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,4999,36.28988695144653,8.087475307561512,7.258508778663699,54.165302,-11.876673,8.086792358471694,7.258127243457257,52.683056,-8.199369,-9.88460462309924,0.10461358629147705,0.6536977805717393,17.763218395653347,18.23597329983307,243.41736,4.196733,21.593952483801296,10000,67.35571695963542,1.3403871077690588,70.022644,65.99865,37.233333333333334
2,14999,105.96368837356567,47.3249,27.9635199858673,129.55885,-39.89264,47.3194375,27.94007605573041,131.83353,-35.990837,-52.389371875,0.41044248046875,2.8330892578125,177.07809103260868,34.00086515843,229.59618,68.630264,86.9304347826087,20000,201.92218424479168,2.932358157734893,206.77866,196.25818,88.43333333333334
3,24999,175.91581845283508,93.03486875,40.62705994777372,154.66306,-54.527653,93.0211375,40.586786026981734,155.33386,-45.0905,-100.3392625,0.515633740234375,3.74936953125,251.3317999588816,129.45165857529497,1042.1975,30.277065,130.14473684210526,30000,260.823974609375,2.3459490551589224,263.7865,251.64334,113.76666666666667
4,34999,246.31744933128357,112.3994375,45.428735399524385,191.20786,-80.56013,112.3789375,45.375795309834515,192.04276,-94.716934,-118.994675,0.590582763671875,3.918177734375,284.4547405478395,92.4098952199812,511.19193,32.71563,124.23456790123457,40000,389.51552734375,27.848526526326307,536.53094,375.02414,164.4
5,44999,315.7349727153778,127.2804125,51.45684405402259,211.41917,-102.42225,127.2467,51.432923307935745,212.21893,-120.15365,-133.30595,0.538788671875,3.997207421875,345.9855536099138,132.66914220384274,739.95605,182.12772,171.68965517241378,50000,192.65859375,3.181421485380903,203.08609,188.03726,97.73333333333333
6,54999,385.8540530204773,137.3386375,56.49433245910602,220.8018,-134.67801,137.3254875,56.463999149900815,222.47858,-146.09229,-142.962325,0.523737255859375,3.826044140625,329.08961054104475,118.4807395078557,629.895,27.975897,150.50746268656715,60000,326.6381510416667,34.0199160419305,430.5628,296.3101,147.53333333333333
7,64999,455.78446412086487,147.7464125,61.16402864429386,242.01646,-202.54861,147.7431,61.07719377967524,238.90636,-217.48267,-153.242625,0.604258251953125,4.057955078125,412.04791456653226,179.94746657234842,943.99475,14.037846,158.70967741935485,70000,306.98346354166665,83.4520196480189,365.4528,161.43248,133.6
8,74999,526.9294452667236,153.042125,63.10818330454459,253.04457,-232.22014,153.0349875,63.0304624764883,256.47897,-253.2251,-158.0862875,0.742973974609375,4.48856640625,292.35629595588233,253.1447737374569,1277.445,19.95808,119.34117647058824,80000,33.654884847005206,2.1923044106016594,37.21165,28.084785,62.6
9,84999,599.978896856308,159.7224,64.13261572710098,263.1699,-193.47974,159.715975,64.01757258753256,266.30618,-206.4013,-164.6876,1.006972265625,5.24831796875,120.02664292279412,194.09712547497207,1169.7255,13.717862,116.04705882352941,90000,371.22535807291666,2.819366707902025,375.5698,365.95584,185.8
10,94999,675.9603984355927,166.8761375,67.55632908913864,278.46603,-201.76154,166.85845,67.49092383424603,276.30905,-215.9418,-171.9610125,0.73995576171875,4.581728515625,373.4741908482143,75.01143142048417,796.342,274.83807,180.44642857142858,100000,802.1568359375,267.97377048261023,1277.603,426.72437,431.8666666666667
11,104999,752.0813629627228,169.8954,66.72692709843605,290.60373,-194.29114,169.8752875,66.65947794575052,290.8689,-208.79692,-174.44525,0.7723572265625,4.634753515625,709.2762822690217,519.9488060084043,1874.5354,121.93262,417.5217391304348,110000,2073.068359375,40.555997488554844,2151.0437,1985.707,1000.0
12,114999,827.8738996982574,172.412325,65.99924241989449,291.89362,-195.54169,172.412625,65.89689218772006,295.7855,-217.47145,-176.568975,0.797238671875,4.6024515625,1073.877734375,782.052044303958,2772.8252,162.7057,407.28,120000,854.4111979166667,548.623368076862,2824.5251,353.19803,281.1
13,124999,904.5417819023132,176.208225,66.17653964963716,294.88562,-197.32657,176.194475,66.05485901884887,296.79718,-198.71762,-180.1756875,0.711603662109375,4.479016796875,1025.656177662037,648.7151118143436,2546.7754,205.5594,379.18518518518516,130000,1332.5013020833333,707.7942968593818,2666.3914,446.96332,512.6
