Epoch,PolicyUpdates,Time (second),AverageQ1Vals,StdQ1Vals,MaxQ1Vals,MinQ1Vals,AverageQ2Vals,StdQ2Vals,MaxQ2Vals,MinQ2Vals,LossPi,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,4999,25.63398051261902,8.135120774154831,6.602646504483837,46.994453,-9.255032,8.13305551735347,6.61513691334325,46.865543,-8.07053,-9.734269489045618,0.059235614212686284,0.8345010799034807,19.489327728060047,18.30416445756559,175.8101,5.123922,23.07621247113164,10000,38.95974527994792,1.0503972104510308,40.519077,36.878124,22.166666666666668
2,14999,73.64719820022583,44.346684375,25.676850468856184,118.036095,-28.826685,44.350209375,25.672140541840292,120.485886,-34.554424,-48.721853125,0.31591513671875,2.801268359375,194.8063179347826,59.55344238581008,292.49606,27.130505,86.66956521739131,20000,229.95945638020834,1.9275208452534873,233.70296,225.28842,97.63333333333334
3,24999,121.83946323394775,87.83438125,37.187647142566036,165.64949,-61.71557,87.84510625,37.18680276657298,167.87416,-64.00975,-93.78304375,0.56230224609375,3.89493671875,234.61323924731184,33.663006411668626,306.1123,106.28693,107.59139784946237,30000,221.30652669270833,44.669206628653406,252.89644,128.51158,104.63333333333334
4,34999,170.05163049697876,115.8877,44.976220383664966,202.3502,-161.00598,115.9028375,44.976484967147,209.8302,-266.06784,-121.73085,0.705506005859375,4.639144921875,327.07297585227275,96.5526822752504,549.1766,152.28537,151.78787878787878,40000,362.25315755208334,16.515680680290878,386.9701,335.43594,148.16666666666666
5,44999,218.28195095062256,137.833825,52.04456936126958,224.28296,-69.05376,137.84985,52.02748312190395,227.06075,-146.47797,-143.41415,0.663634765625,4.4438390625,353.8620334201389,32.4146080376751,437.9268,282.1145,138.70833333333334,50000,336.3711263020833,4.249366144521831,343.92984,328.7587,133.66666666666666
6,54999,267.39779257774353,148.05935,59.03868223461631,233.77013,-708.31256,148.082175,59.039254737843706,234.25507,-702.54956,-153.332775,0.6403234375,4.17191484375,359.48627310739437,37.5747099100438,467.01004,212.99625,139.57746478873239,60000,475.65013020833334,10.414830827808727,489.23663,428.1032,176.66666666666666
7,64999,316.8474237918854,152.028,63.05224500364757,234.27115,-590.202,152.04525,63.04974226751447,234.00322,-645.2132,-156.977075,0.593551025390625,3.917476953125,378.35455137310606,77.19517582371677,609.90607,263.80753,150.96969696969697,70000,350.6041015625,4.379403011333518,360.1727,342.0436,145.26666666666668
8,74999,367.87010073661804,152.6244375,62.73646786359589,248.21124,-294.29556,152.6411875,62.73855911638392,233.05873,-327.4093,-157.1034375,0.53416708984375,3.688132421875,348.40748073630135,51.34605932512424,546.3654,267.78156,138.86301369863014,80000,323.63450520833334,10.485152340159592,341.50082,302.59097,127.76666666666667
9,84999,419.6434235572815,149.1941,62.88917235899992,240.55258,-155.21999,149.2092375,62.89171964575305,223.2181,-140.3157,-153.1015375,0.445891064453125,3.42265546875,338.2257486979167,53.28165016956275,596.54926,272.19437,137.11111111111111,90000,337.1098307291667,32.021025807272316,447.61548,313.70627,142.43333333333334
10,94999,472.1574695110321,145.97945,62.08310559242345,221.72282,-340.08014,145.9854875,62.07968749921346,220.94754,-246.12097,-149.3711125,0.3884482177734375,3.1612041015625,454.3012609649123,89.21516347985269,669.8968,314.6151,177.91228070175438,100000,449.21910807291664,86.63943482425694,700.08563,327.0697,173.66666666666666
