Epoch,PolicyUpdates,Time (second),AverageQVals,StdQVals,MaxQVals,MinQVals,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,1249,30.685368061065674,-0.09218172267306032,0.1478520478404156,0.15464965,-1.3890455,0.005293145954752083,0.07535050867842712,-20.4,0.9165151702074871,-18.0,-21.0,928.7,10000,-20.5,0.6708203932499369,-19.0,-21.0,830.6
2,3749,78.17647004127502,-0.147809375,0.2976442951995616,0.43262908,-1.6291,0.00045849642753601074,0.0585151611328125,-20.727272727272727,0.6165754402285145,-19.0,-21.0,886.5454545454545,20000,-20.5,0.5,-20.0,-21.0,813.4
3,6249,126.22378349304199,-0.20563916015625,0.3711851367737113,0.923858,-1.6715041,0.0005067867755889893,0.0701925537109375,-19.5,1.118033988749895,-17.0,-21.0,1008.1,30000,-20.8,0.400000017881393,-20.0,-21.0,780.9
4,8749,175.56729984283447,-0.229077001953125,0.3949029035378902,1.1764923,-1.4863929,0.0005065040588378906,0.07413209228515626,-19.7,1.0999999306418657,-18.0,-21.0,998.0,40000,-19.5,1.284523257866513,-16.0,-21.0,1166.9
5,11249,224.64068603515625,-0.2163176513671875,0.3810395487286228,1.3192122,-1.3226452,0.0005823406219482422,0.08253994750976562,-19.8,0.9797958192460863,-18.0,-21.0,1007.5,50000,-18.5,1.02469507659596,-17.0,-20.0,1414.8
6,13749,276.0483133792877,-0.18444576416015626,0.3735335094939191,1.7896545,-1.3088481,0.0005534189701080322,0.08273136596679688,-19.9,1.1357816523667863,-18.0,-21.0,992.6,60000,-18.1,1.1357816523667863,-16.0,-20.0,1742.3
7,16249,326.9335889816284,-0.08025875244140625,0.37628069071256504,2.0581017,-1.4036078,0.0004664997100830078,0.07813286743164062,-19.9,0.8306624207344756,-19.0,-21.0,994.0,70000,-17.9,1.5779734321552725,-16.0,-21.0,1758.9
8,18749,379.05620551109314,-0.002792516899108887,0.40398250912110195,2.2359211,-1.3584726,0.0004723421096801758,0.08083982543945313,-19.90909090909091,0.6680426305770543,-19.0,-21.0,982.4545454545455,80000,-15.8,1.5362291619895037,-13.0,-18.0,1982.5
9,21249,431.3346574306488,0.035871697998046875,0.42048550110631044,2.334933,-1.3491725,0.00047491483688354494,0.08192161254882813,-20.2,1.1661904362128872,-18.0,-21.0,1006.7,90000,-14.1,2.385372120359398,-9.0,-17.0,2335.6
10,23749,483.1587424278259,0.11449326171875,0.4342511626531644,2.085124,-1.3232012,0.0005075130939483643,0.08465980834960937,-20.0,0.6324555320336759,-19.0,-21.0,931.6,100000,-15.2,2.357965192154479,-10.0,-18.0,1944.3
11,26249,535.3373641967773,0.1044332763671875,0.4414809256523364,2.1337957,-1.2876133,0.0005211984634399414,0.08489579467773438,-20.2,0.748331502842806,-19.0,-21.0,1000.1,110000,-13.6,2.764055019819231,-8.0,-17.0,2143.0
12,28749,587.7324688434601,0.17422794189453125,0.42916554946507096,2.1812286,-1.4128878,0.0004914101600646972,0.08263216552734375,-20.0,1.0954451150103321,-18.0,-21.0,1032.8,120000,-15.8,2.74954552796486,-12.0,-20.0,1918.1
13,31249,639.5993027687073,0.2747616943359375,0.42451217119900553,2.3789492,-1.2117031,0.0004796067237854004,0.0813181396484375,-19.9,0.8306624207344756,-18.0,-21.0,974.3,130000,-12.2,2.3999999682108557,-7.0,-15.0,2276.0
14,33749,694.1083719730377,0.353343408203125,0.42387006560918083,2.4838035,-1.2414105,0.0004509682655334473,0.07703270263671876,-20.363636363636363,0.6428243434679997,-19.0,-21.0,934.0,140000,-13.4,2.576819774952818,-9.0,-18.0,2560.2
15,36249,747.7675325870514,0.3859815673828125,0.41367827101995885,2.4892979,-1.1684499,0.00045452804565429685,0.0764102783203125,-20.1,0.7000000068119594,-19.0,-21.0,1005.7,150000,-15.3,2.5709919967615824,-10.0,-19.0,2272.3
16,38749,803.1999733448029,0.4475595703125,0.42469574932201465,2.2506607,-1.2601959,0.00046011238098144533,0.07687608642578125,-19.4,0.9165151702074871,-18.0,-21.0,1030.5,160000,-11.0,3.3466401061363023,-6.0,-17.0,2706.9
17,41249,858.9225277900696,0.505272314453125,0.44077033839737617,2.408824,-1.2113842,0.0004686851978302002,0.07774722900390625,-19.88888888888889,0.7370277631393799,-19.0,-21.0,1034.3333333333333,170000,-13.1,3.699999917520058,-5.0,-18.0,2481.2
18,43749,916.5251748561859,0.58035126953125,0.4223555133859389,2.5889535,-1.2693633,0.0004522684097290039,0.07698175659179687,-19.9,0.9433980929878051,-18.0,-21.0,1033.2,180000,-13.8,2.7856776280488935,-9.0,-17.0,2698.9
19,46249,970.9863386154175,0.650421142578125,0.42320647814575246,2.6192768,-1.1623812,0.0004548122406005859,0.0762622314453125,-19.9,0.9433980929878051,-18.0,-21.0,1007.9,190000,-11.9,3.4190642217700287,-6.0,-17.0,2713.8
20,48749,1026.522928237915,0.718481640625,0.42045217242496796,2.7726328,-1.2922968,0.00045107622146606447,0.07636807861328125,-19.8,0.9797958192460863,-18.0,-21.0,1028.7,200000,-12.9,3.9862264004352967,-4.0,-19.0,2663.1
21,51249,1083.3226237297058,0.739460791015625,0.4433923790028562,2.7121735,-1.2896922,0.0004882157802581787,0.07900277099609375,-19.0,2.1213203435596424,-14.0,-21.0,1132.375,210000,-13.5,2.539685019840059,-9.0,-19.0,2890.5
22,53749,1137.873330116272,0.799170068359375,0.45182837112461743,2.962902,-1.3293676,0.0005048356056213379,0.08125203247070313,-19.8,0.8717798105869238,-19.0,-21.0,1047.1,220000,-12.6,2.973213775124132,-7.0,-18.0,2522.5
23,56249,1192.6790702342987,0.8192431640625,0.45354657113410085,2.9934552,-1.2329907,0.000519289493560791,0.08179994506835937,-20.0,0.7745966692414834,-19.0,-21.0,1028.0,230000,-13.5,3.2939338184001206,-8.0,-19.0,2730.7
24,58749,1246.9462804794312,0.843853515625,0.4675390608681803,2.9599936,-1.4189868,0.0005589354515075684,0.0840665771484375,-19.555555555555557,0.83147939450308,-18.0,-21.0,1015.5555555555555,240000,-13.7,2.2383028944743177,-11.0,-17.0,2674.8
25,61249,1301.0086228847504,0.899278515625,0.4704720711440399,2.9301214,-1.362665,0.0006011378288269043,0.08750624389648437,-19.666666666666668,0.816496580927726,-19.0,-21.0,1099.111111111111,250000,-16.1,2.30000003317128,-12.0,-19.0,2517.7
26,63749,1354.7799882888794,0.91272998046875,0.4775780674893635,2.9279284,-1.2996476,0.000577109432220459,0.08563594970703126,-19.6,1.2806248325926792,-18.0,-21.0,1062.5,260000,-14.4,2.727636227514299,-10.0,-18.0,2461.0
27,66249,1410.3163886070251,0.91908798828125,0.46232819866546104,2.7296677,-1.2012038,0.0005103528022766113,0.07992383422851562,-19.333333333333332,1.1547005842629277,-17.0,-21.0,1126.6666666666667,270000,-13.4,2.3748684495331296,-9.0,-18.0,2695.3
28,68749,1465.4545783996582,0.9754375,0.44966563369786916,2.9911141,-1.6590875,0.0005442002296447754,0.08268186645507812,-19.125,1.165922381636102,-17.0,-21.0,1176.25,280000,-14.7,3.465544778292666,-7.0,-19.0,2301.5
29,71249,1520.063547372818,0.98867529296875,0.4520511791320619,2.886035,-1.344915,0.0005231290817260743,0.08018473510742187,-19.333333333333332,1.1547005842629277,-18.0,-21.0,1152.6666666666667,290000,-15.1,2.5079872712172784,-12.0,-19.0,2479.8
30,73749,1574.7392091751099,1.0382634765625,0.45388516517293503,3.0154228,-1.5667468,0.0005594676971435547,0.08277500610351562,-18.875,1.899835519196333,-14.0,-20.0,1332.875,300000,-13.2,3.0594115585309303,-8.0,-18.0,2606.2
31,76249,1629.644956111908,1.094427734375,0.46328359506151845,3.0455194,-1.4348984,0.0005341040134429931,0.08219052124023438,-19.75,1.0897247358851685,-18.0,-21.0,1160.875,310000,-15.7,2.051828415684925,-12.0,-18.0,2599.5
32,78749,1684.750004529953,1.1116142578125,0.47182245671869255,3.4044962,-1.4544454,0.0005396762847900391,0.08236312866210938,-19.666666666666668,1.7638341473005577,-15.0,-21.0,1130.3333333333333,320000,-14.8,2.600000117375298,-11.0,-19.0,2419.1
33,81249,1741.6877765655518,1.1301828125,0.47151781804548487,3.2748437,-1.3388106,0.0005551723957061767,0.0833647705078125,-19.444444444444443,1.065740294323972,-18.0,-21.0,1140.2222222222222,330000,-14.7,3.0999999753890495,-10.0,-20.0,2634.3
34,83749,1798.0174310207367,1.17527265625,0.4610281160928529,3.2602005,-1.5444417,0.0005765414237976074,0.08368764038085938,-19.666666666666668,0.9428090415820634,-18.0,-21.0,1120.0,340000,-14.5,3.138470965295043,-9.0,-18.0,2711.9
35,86249,1855.0282170772552,1.15510634765625,0.46829034755093446,3.301167,-1.4903985,0.0005950395584106446,0.08530999145507813,-19.77777777777778,1.2272623688203235,-18.0,-21.0,1054.6666666666667,350000,-14.3,2.830194312659841,-10.0,-18.0,2659.4
