Epoch,PolicyUpdates,Time (second),AverageQVals,StdQVals,MaxQVals,MinQVals,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,1249,23.180241107940674,-0.10475423796068105,0.1496309623928969,0.2746254,-1.3296815,0.0024296410853047673,0.11619503122028874,-20.4,0.9165151702074871,-18.0,-21.0,928.7,10000,-20.9,0.29999998609224926,-20.0,-21.0,808.4
2,3749,56.86009502410889,-0.15988756103515625,0.3088652682097001,0.7247864,-1.419343,0.0007090821266174317,0.06946218872070313,-20.545454545454547,0.6555547953912931,-19.0,-21.0,902.2727272727273,20000,-21.0,0.0,-21.0,-21.0,775.4
3,6249,90.03853845596313,-0.231265673828125,0.4054331330695914,1.0800998,-1.5048729,0.0006566558837890625,0.07812086791992187,-20.454545454545453,0.49792962147510206,-20.0,-21.0,905.2727272727273,30000,-21.0,0.0,-21.0,-21.0,752.2
4,8749,124.09184432029724,-0.2955705078125,0.422826906397213,1.1463121,-1.3956865,0.0005607437133789062,0.08146644287109375,-20.0,1.1281521496355325,-17.0,-21.0,943.0909090909091,40000,-20.6,0.6633249652596706,-19.0,-21.0,821.7
5,11249,158.71493268013,-0.2607143310546875,0.39068374558266433,1.1281905,-1.2084363,0.000566645622253418,0.08260960693359375,-20.333333333333332,0.6236095857023384,-19.0,-21.0,868.0,50000,-19.8,1.1661903953244395,-17.0,-21.0,1059.7
6,13749,195.07033395767212,-0.2219497314453125,0.33527438186180064,1.4772947,-1.5055276,0.0005361549377441406,0.08174820556640625,-19.6,0.9165151181802881,-18.0,-21.0,983.1,60000,-17.4,2.2000000346790656,-12.0,-20.0,1623.0
7,16249,232.37251043319702,-0.2132843994140625,0.3490568346675438,1.5679591,-1.5134078,0.0004246809959411621,0.073133447265625,-20.3,0.6403124535310653,-19.0,-21.0,992.1,70000,-16.3,1.2688576939168983,-14.0,-18.0,2076.8
8,18749,270.67138028144836,-0.216404736328125,0.35926937985958046,1.5443382,-1.6005852,0.00042177634239196776,0.07403732299804687,-20.1,1.0440307239673987,-18.0,-21.0,954.0,80000,-17.2,1.2489996149506903,-15.0,-19.0,2137.6
9,21249,308.6554808616638,-0.2128552490234375,0.3686584565925316,1.560289,-1.429484,0.0004404441833496094,0.07618175048828126,-20.363636363636363,0.6428243434679997,-19.0,-21.0,957.0,90000,-17.9,2.1189620460470477,-14.0,-21.0,2275.7
10,23749,346.9778895378113,-0.2179018798828125,0.41039806859563954,2.2125492,-1.4559364,0.0004586416244506836,0.0770551513671875,-20.2,0.8717798105869238,-19.0,-21.0,947.5,100000,-17.9,1.6401219932029114,-15.0,-20.0,2135.3
11,26249,384.5167772769928,-0.112751123046875,0.42041435510751624,2.279079,-1.4126996,0.0004748327255249023,0.0777317138671875,-19.5,0.9219544457292888,-18.0,-21.0,1033.6,110000,-17.5,1.857417562100671,-15.0,-20.0,2202.9
12,28749,423.60500168800354,0.0005732627868652344,0.4229492399453066,2.031999,-1.3831396,0.0004863306045532227,0.07821480712890624,-20.1,1.300000058687649,-17.0,-21.0,1001.2,120000,-14.4,2.4979992299013807,-8.0,-18.0,2067.9
