Epoch,PolicyUpdates,Time (second),AverageQVals,StdQVals,MaxQVals,MinQVals,LossQ,TDError,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,TotalEnvInteracts,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,TestEpLen
1,999,2.8001527786254883,1.2323869279435686,0.5042192687048344,2.3971348,-0.2492141,0.03680892654128738,0.21560381792925737,23.046511627906977,13.36509401761035,79.0,9.0,23.046511627906977,2000,9.333333333333334,0.6992058836252212,10.0,8.0,9.333333333333334
2,2999,8.749745845794678,3.547559814453125,1.1764205072851024,7.0808425,-0.018379226,0.01618217658996582,0.452977294921875,47.875,78.40860523565,340.0,8.0,47.875,4000,282.5,56.148463914874824,498.0,208.0,282.5
3,4999,14.586136817932129,6.70488916015625,2.260291999250318,11.44177,-0.9990879,0.01436690616607666,0.47362457275390624,246.0,26.832815729997478,302.0,217.0,246.0,6000,247.9,64.60358486247752,398.0,130.0,247.9
4,6999,20.459574222564697,10.180892578125,3.355678489515943,16.038923,-2.575377,0.01657601547241211,0.4956729125976562,265.25,78.90777845054313,457.0,174.0,265.25,8000,231.8,68.06193564198225,454.0,124.0,231.8
5,8999,26.22816824913025,13.6121201171875,4.561209791889099,21.03748,-3.5426803,0.019279884338378905,0.5402450561523438,244.125,67.84437614865362,372.0,163.0,244.125,10000,212.66666666666666,56.57639792425224,321.0,125.0,212.66666666666666
6,10999,32.04634642601013,16.841205078125,5.788519753572583,25.72352,-4.802258,0.021359418869018553,0.5586578369140625,214.11111111111111,63.455053674278425,343.0,148.0,214.11111111111111,12000,221.2,83.68607635084824,398.0,120.0,221.2
7,12999,37.79836344718933,19.7501484375,7.006924030913993,29.304352,-6.14231,0.025372509002685548,0.5851261596679688,216.55555555555554,95.92023234032652,471.0,134.0,216.55555555555554,14000,230.4,43.929183660561385,330.0,149.0,230.4
8,14999,43.54435181617737,22.4718203125,8.179391977708367,32.118015,-6.9695888,0.030407285690307616,0.6152166748046874,194.9090909090909,19.9155242774153,242.0,163.0,194.9090909090909,16000,180.7,27.649170468644563,313.0,159.0,180.7
9,16999,49.19493079185486,24.883333984375,9.304196801712655,35.121956,-7.140478,0.032180992126464844,0.6141901245117187,183.9090909090909,18.258021737772925,216.0,159.0,183.9090909090909,18000,173.56666666666666,13.994482497205222,206.0,146.0,173.56666666666666
10,18999,54.85244607925415,27.2864921875,10.342742020373514,38.17706,-7.560135,0.03500754928588867,0.6371512451171875,153.92307692307693,36.188527536228726,201.0,67.0,153.92307692307693,20000,151.73333333333332,18.51653874327624,203.0,124.0,151.73333333333332
11,20999,60.494309425354004,29.24569140625,11.175736832531445,41.03548,-7.7427864,0.03423052978515625,0.6359625854492188,151.69230769230768,11.82165316797097,186.0,140.0,151.69230769230768,22000,152.1,11.908960485439104,174.0,125.0,152.1
12,22999,66.17667937278748,31.39245703125,11.918651349880154,43.90757,-7.7947435,0.03488222503662109,0.6401219482421875,149.76923076923077,20.59557104269069,216.0,136.0,149.76923076923077,24000,146.76666666666668,17.263994549712415,212.0,134.0,146.76666666666668
13,24999,71.79361295700073,33.686046875,12.849073410172425,46.73938,-8.235055,0.03667650604248047,0.6516924438476562,139.06666666666666,5.14414496066179,150.0,130.0,139.06666666666666,26000,137.36666666666667,3.970586589073222,146.0,131.0,137.36666666666667
14,26999,77.55458569526672,35.90936328125,13.843801636472548,49.87072,-8.841225,0.03832472610473633,0.65278271484375,140.14285714285714,5.565931214066106,152.0,133.0,140.14285714285714,28000,155.33333333333334,9.20989864618046,174.0,138.0,155.33333333333334
15,28999,83.19346642494202,37.8381328125,14.551566174298904,52.31167,-8.451691,0.04980897521972656,0.715912109375,144.0,10.302565561201595,170.0,128.0,144.0,30000,139.66666666666666,11.18431526190156,174.0,130.0,139.66666666666666
16,30999,88.86990427970886,39.4808125,15.444304674377543,55.01202,-8.803251,0.05515468597412109,0.7709750366210938,150.6153846153846,16.012198859610493,184.0,133.0,150.6153846153846,32000,140.7,13.028557500616675,199.0,130.0,140.7
17,32999,94.51619410514832,41.19427734375,16.360236665464225,57.117283,-9.505529,0.04613654327392578,0.7123143920898437,139.92857142857142,7.4013926723633165,153.0,126.0,139.92857142857142,34000,140.46666666666667,5.708083781706815,152.0,128.0,140.46666666666667
18,34999,100.20525431632996,42.986265625,17.08057559041849,58.916958,-9.679879,0.03978016662597656,0.6520975952148438,145.14285714285714,15.837825678978893,194.0,120.0,145.14285714285714,36000,144.16666666666666,8.602648328754881,183.0,134.0,144.16666666666666
19,36999,106.02298879623413,44.33427734375,17.77206638942135,61.13351,-9.824006,0.03760935592651367,0.629666259765625,148.46153846153845,21.168246300586823,207.0,117.0,148.46153846153845,38000,161.8,46.68504288491837,360.0,136.0,161.8
20,38999,111.78479099273682,45.72309765625,18.375965110709153,64.07351,-9.674172,0.03973540878295898,0.6339451293945313,178.36363636363637,36.775170627964584,249.0,132.0,178.36363636363637,40000,179.6,49.30895899834025,298.0,135.0,179.6
21,40999,117.51151752471924,47.30925,18.913826787564698,65.77926,-9.920666,0.04180149841308594,0.6309091796875,215.1,64.8281562575244,353.0,143.0,215.1,42000,165.1,36.08356187379511,256.0,132.0,165.1
22,42999,123.29829573631287,48.46362109375,19.66826759020733,67.38378,-9.763846,0.04036373519897461,0.6269974975585938,194.4,52.46560815489038,276.0,139.0,194.4,44000,115.86666666666666,40.16028757263407,315.0,98.0,115.86666666666666
23,44999,129.13580584526062,49.562609375,20.272889840868768,69.70228,-10.054377,0.0409273681640625,0.6371174926757812,168.1818181818182,81.613078622686,328.0,18.0,168.1818181818182,46000,214.03333333333333,53.70691102331865,345.0,149.0,214.03333333333333
